ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
FMACHA0080010772,Fête du Pain,Fêtes et Manifestations,Animation locale,Fête traditionnelle,,,,,,,Champ Bernard,,,8800,THILAY,FRANCE,324534685,,,,,,,49.90232,4.811822,,,,Fête du Pain,,,10h à 18h : Cuisson du pain au four à pain au Champ Bernard (gratuit),,,,,,,,,,,,,,,,,http://cnstlltn.com/master/e72d0cf1-7018-445f-95d9-018955c40ee6/pain.jpg,,,,,,,,,,,,,07/08/16,07/08/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011128,Fête du Parc Naturel Régional des Ardennes,Fêtes et Manifestations,Autres Evènements ,Divers,,,,,,,Place d'Armes,,,8230,ROCROI,FRANCE,+33 (0) 3 24 42 90 57,,,accueil@parc-naturel-ardennes.fr,,http://http://www.parc-naturel-ardennes.fr/,,49.92485,4.520208,,,,Fête du parc naturel régional des Ardennes,les 17 et  18 septembre 2016,"Rocroy, célèbre cité en étoile des Ardennes, accueillera la prochaine Fête du Parc.","La Fête du Parc Pour sa troisième édition, la Fête du Parc pose ses valises à Rocroi, célèbre cité en étoile, les samedis 17 et dimanche 18 septembre.  Une manifestation familiale et conviviale, qui sera loccasion de sensibiliser petits et grands aux enjeux liés à la préservation et à la valorisation du patrimoine ardennais. Samedi 17 septembre , uniquement en soirée (repas, exposition nocturne, spectacle...), Dimanche 18 septembre , toute la journée (ateliers, conférences, expositions, spectacles, balades-découverte...). Vous souhaitez participer à la Fête du Parc ? La Fête du Parc est loccasion de valoriser les actions et les initiatives des structures locales (artisans, associations, artistes...).  Pour les personnes qui souhaitent participer à la Fête du Parc, une fiche de candidature est désormais disponible , à remplir et à transmettre au PNR à l'adresse suivante : animation@parc-naturel-régional.fr",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/102f1350-a9b5-455a-8768-1432fd3cb2ff/affiche+fete+parc+rocroi.jpg,http://cnstlltn.com/master/f8e9e501-7fa8-47a2-8008-3006bbc7b950/header_theme3_parc_left.jpg,http://cnstlltn.com/master/b9af852c-c328-4c58-bb0f-2a2346f2cb33/768b60f5-ae00-4266-b6a8-9b96b31c293a.jpg,,,,,,,,,,,17/09/16,18/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Aire de pique-nique,Parking,Parking autocar,Salle d'animation,,,,,,,,,,,,,,,,,Bar,Commerce alimentaire,Espace enfant,Médecin,Plats à emporter/Plats cuisinés,Plats cuisinés,Point argent,Vente de produits touristiques,,,,,,,,,,,,,,,,,,Point d'eau potable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011682,Fête du Printemps,Fêtes et Manifestations,Animation locale,Fête de village,,,,,,,,,,8270,NOVION PORCIEN,FRANCE,03 24 38 70 80,,,,,,,49.59924,4.424809,,,,Fête du Printemps,,De 6h à Minuit,"Grande Fête du Printemps avec spectacle, vide grenier, exposition et animations sportives.Dans les rues  Clos du Château , du Stade et sur le parking du Musée Guerre et Paix.Animations gratuites",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/9c0f2abd-b3a8-443c-b9db-470fb72bbb1c/f%c3%aate+du+printemps.jpg,,,,,,,,,,,,,15/05/16,15/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080001345,Fête du Rail,Fêtes et Manifestations,Animation locale,,,,,,,,Quartier du port,,,8400,VOUZIERS,FRANCE,03 24 71 47 60,,,,,http://www.ville-vouziers.fr,http://www.cftsa.fr,49.3998,4.704348,,,,Fête du Rail,,De 9h45 à 19h,"Circulation dautorails anciens au départ de Vouziers en direction dAttigny et de Challerange. Samedi 13 Août : Train spécial photo d'Attigny à Challerange Dimanche 14 Août : navettes d'autorail au départ d'Attigny vers Amagne et Voncq Lundi 15 Août : navettes autorail au départ de Vouziers vers Challerange, animations , stands de produits régionaux, etc. Renseignements : ATVA - Ville de Vouziers - SIVU",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/bfd33ace-1ade-4854-8f63-1d32b45c2abb/bfd33ace-1ade-4854-8f63-1d32b45c2abb_134.jpg,,,,,,,,,,,,,13/08/16,15/08/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,Chèques,Espèces,,,,,,,,,Bar,Parking,,,,,,,,,,,,,,,,,,,Bar,Commerce alimentaire,Commerces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pass (navette en train illimité à la journée),10.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011755,Fête du Rail - Découvrez la vallée de l'Aisne et le Sud Ardennes en autorail,Fêtes et Manifestations,,,,,,,,,Cour de la Gare,,,8130,ATTIGNY,FRANCE,03 24 71 47 60,,,,,http://www.cftsa.fr,,49.47819,4.577652,,,,Fête du Rail / Découvrez la vallée de l'Aisne et le Sud Ardennes en autorail,,,"Les 13 et 14 août : Cour de la Gare, Attigny Le 15 août : Rue du Port, VouziersPlusieurs navettes en Autorail  Caravelle  (années 70-80) et  Picasso  (années 50-60), 10 le  Pass Journée Nombreux exposants, restauration, modèle réduit, locotracteur...",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/6740ca44-2045-4764-94cc-99cc45ced6d5/feterailtrain.jpg,,,,,,,,,,,,,13/08/16,15/08/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080008053,Fête Historique  La Gaule et l'Empire Romain ,Fêtes et Manifestations,Manifestation Culturelle,Spectacle,,,Historique,,,,,,,8090,MONTCORNET,FRANCE,03 24 54 94 20,,,,,,,49.83053,4.629327,,,,Fête historique à Montcornet, 10 et 11 septembre,Entrée 5 ,Montcornet Remonte le temps.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/ebf10ed8-61ac-4a32-8767-c494a29e77f9/montcornet.png,,,,,,,,,,,,,10/09/16,11/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,Chèques bancaires et postaux,Espèces,,,,,,,,,Parking,Parking autocar,Salle d'animation,,,,,,,,,,,,,,,,,,Bar,Plats à emporter/Plats cuisinés,Visites individuelles libres,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,entrée,5.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011681,Fête Nationale,Fêtes et Manifestations,Fête et Tradition,Fête traditionnelle,,Fête Nationale - 14 juillet,,,,,Salle des Fêtes,,,8460,CLAVY WARBY,FRANCE,,,,,,,,49.75409,4.5551,,,,Fête Nationale,,,Venez fêter le 14 juillet dans les rues du village et à la salle des fêtes.Nombreuses animations.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/3f9c13af-a583-4960-8d86-faf08fde7e61/14+juillet.png,,,,,,,,,,,,,14/07/16,14/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011685,Fête Nationale,Fêtes et Manifestations,Fête et Tradition,Commémoration,,Fête Nationale - 14 juillet,Feux d'artifice,,,,Rue du Stade,,,8410,BOULZICOURT,FRANCE,03 24 32 72 72,,,mairie-boulzicourt@gmail.com,,,,49.69875,4.695247,,,,Fête Nationale,,,"Les 13 et 14 juillet, venez assister aux commémorations de la Fête Nationale.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/039911e1-2611-4d05-a55e-a523ac6e606f/14+juillet.png,,,,,,,,,,,,,13/07/16,14/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080006979,Fête nationale,Fêtes et Manifestations,Fête et Tradition,Fête de village,,Fête Nationale - 14 juillet,Feux d'artifice,,,,,,,8400,VOUZIERS,FRANCE,03 24 30 76 30,,,infos@ville-vouziers.com,,http://ville-vouziers.fr,,49.39827,4.700375,,,,Fête nationale,,,"A partir de 21h, bal avec l'orchestre NOSTALGIAA 21h30, rassemblement de l'harmonie et des Sapeurs Pompiers au Stade A 21h45, distribution des lampions aux enfants puis départ du cortège avec l'Harmonie Municipale A 22h30, distribution des brioches aux enfantsA 23h30, feu d'artifice Buvette/restauration sur place",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/7bd263b5-29fa-4d99-a917-137416a7ea7f/feux+d%27artifice.jpg,,,,,,,,,,,,,13/07/16,13/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011849,Feu d'artifice et retraite aux flambeaux,Fêtes et Manifestations,Animation locale,Défilé Cortège Parade,,,Feux d'artifice,,,,Dans les rues du village,,,8430,VILLERS LE TOURNEUR,FRANCE,,,,,,,,49.62708,4.565889,,,,Feu d'artifice et retraite aux flambeaux,,,A partir de 23h.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/80977667-b60d-4e8e-aa63-2a19df2357a6/feuartifice.jpg,,,,,,,,,,,,,13/07/16,13/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011707,Feux de la St Jean,Fêtes et Manifestations,Traditions et folklore,Divers,,,,,,,,,,8260,ETEIGNIERES,FRANCE,,,,,,,,49.89372,4.406815,,,,Feux de la St Jean,Organisée par la jeunesse du village,A partir de 19h30,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/f8ab724e-e3b1-417f-873b-8e383a9cb2ab/index1.jpg,,,,,,,,,,,,,11/06/16,11/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080009911,Foire aux livres,Fêtes et Manifestations,Manifestation Culturelle,Marché et foire,,,,,,,1 rue du Pont Paquis,,,8310,JUNIVILLE,FRANCE,03 24 39 68 00,,,musee.verlaine@wanadoo.fr,,http://www.musee-verlaine.fr,,49.3991,4.384097,,,,Foire aux livres,,,En partenariat avec l'association des parents d'élèves du collège de Juniville,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/1d0f2d21-e7f2-45b6-ae12-1b82004e5638/20160310162824_00001.jpg,http://cnstlltn.com/master/83516182-4868-4ded-8acc-cb51114084d0/musee_verlaine_foire_livres_2015_otpr+(29).jpg,,,,,,,,,,,,05/06/16,05/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080003159,Foire aux Pommes,Fêtes et Manifestations,Manifestation commerciale,Foire ou salon,,,,,,,,,,8150,RENWEZ,FRANCE,03 24 54 93 19,,,,,,,49.83854,4.602585,,,, Foire aux pommes de Renwez ,Dans les rues du village,Organisée par les association en collaboration avec la Commune et des bénévoles.,"Retrouvez le dimanche 23 octobre la traditionnelle foire aux pommes dans les rues du village, tous les producteurs de pommes et les autres seront là. Au programme : 9h ouverture des stands, 12h : repas sous chapiteau par la boucherie Piette. Dans la halle toute la journée stand de beignets, rabotes, tartes, champagne, buvette, dégustation et vente de jus de pommes frais et cidre.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/49026061-099f-415e-9077-e440228f08f4/49026061-099f-415e-9077-e440228f08f4_134.jpg,http://cnstlltn.com/master/f3823623-ead2-4560-806e-f1b3f14998c4/f3823623-ead2-4560-806e-f1b3f14998c4_134.jpg,http://cnstlltn.com/master/f21397de-e265-480f-a76a-fa764e9a85ec/f21397de-e265-480f-a76a-fa764e9a85ec_134.jpg,,,,,,,,,,,23/10/16,23/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Jeux pour enfants,Parking,Parking autocar,,,,,,,,,,,,,,,,,,Bar,Circuits touristiques,Commerce alimentaire,Commerces,Commerces 1ère nécessité,Médecin,Plats cuisinés,Vente de produits touristiques,Visite gratuite,,,,,,,,,,,,,,,,,Point d'eau potable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080003220,Foire Brocante,Fêtes et Manifestations,Manifestation commerciale,Foire ou salon,,,Gastronomie,,,,,,,8150,RIMOGNE,FRANCE,03 24 35 11 24,,,,,http://www.rimogne.com,,49.84186,4.539242,,,,Grande foire Brocante,Toute la journée,,"Rimogne accueille sa célèbre foire et brocante, toute la journée à partir de 8h à 22h",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/bab837fe-8c48-492c-9b71-1c920ca37b5f/12957519_548302975350852_3757566486451478647_o+(1).jpg,http://cnstlltn.com/master/d57281a7-5ee8-400f-8b0e-f4cee65e38fa/d57281a7-5ee8-400f-8b0e-f4cee65e38fa_134.jpg,http://cnstlltn.com/master/720e689d-530e-42ec-af40-1e95e83cfa07/brocante.jpg,,,,,,,,,,,05/05/16,05/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Parking,Parking autocar,,,,,,,,,,,,,,,,,,,Bar,Commerce alimentaire,Commerces,Commerces 1ère nécessité,Médecin,Point argent,Visite gratuite,Visites individuelles libres,,,,,,,,,,,,,,,,,,Point d'eau potable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080000810,Foire Commerciale et Agricole de Sedan,Fêtes et Manifestations,Manifestation commerciale,Foire ou salon,,,Animaux,Artisanat,Automobile,,Centre Ville,,,8200,SEDAN,FRANCE,03 24 29 15 99,,,,,http://www.foiredesedan.fr,,49.69902,4.945436,,,,Foire Commerciale et Agricole de Sedan,,Entrée gratuite,"Plus vieille foire de la région, la Foire de Sedan est aussi la plus populaire et la plus conviviale ! Comme depuis sa création, tout le cur de la ville est occupé par plus de 600 camelots qui attirent plus de 250.000 visiteurs en 5 jours. Une vraie référence, la foire de Sedan est ainsi la plus grande foire de rue du Nord Est de la France. Elle comporte aussi une foire exposition située Place d'Alsace Lorraine sur 12000 m² de stands avec : Artisanat, Gastronomie, Terroir, Habitat, Électroménager, Loisir, Bricolage, etc.. une foire Agricole et Forestière sur la verte prairie de Torcy qui traverse Sedan le long de la Meuse avec une ferme pédagogique : tous les animaux de la ferme et des animations pour les petits et les grands.Renseignements : UCI Sedan 09 54 20 25 66 www.foiredesedan.fr",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8f279fca-97e1-414d-8873-d027cf6ff3e9/logo+foire+de+sedan.jpg,,,,,,,,,,,,,09/09/16,14/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080003240,Foire et brocante à Liart,Fêtes et Manifestations,Manifestation commerciale,Marché et foire,,,,,,,,,,8290,LIART,FRANCE,03 24 54 40 21,,,,,,,49.77007,4.340286,,,,Foire et Brocante,Toute la journée,Animation sous châpiteau concert années 80,"Liart organise une grande foire dotée d'une brocante sur la place du village et dans les rues de 8h à 16h. Attractions foraines pour les enfants, restauration sur place.Gratuit",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/30a26ddf-bc49-493a-979d-0975d009762c/4yu3zfcawxhwndcaadokcpca5l7pedcaejyfl2ca14ud2ycaa6iwk4caemclmycaoxbundcau37mgocaagd4focav7t69jcad7khzwcaeknoyncaypxj3mcam1dj4fcahesx58cau873fgcakktz9ocalrm1zl.jpg,http://cnstlltn.com/master/b3bf8096-5175-46ec-9109-1885da7a98a9/b3bf8096-5175-46ec-9109-1885da7a98a9_134.jpg,,,,,,,,,,,,24/04/16,24/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Bar,Parking,Parking autocar,,,,,,,,,,,,,,,,,,Bar,Commerce alimentaire,Commerces 1ère nécessité,Médecin,Visite gratuite,Visites individuelles libres,,,,,,,,,,,,,,,,,,,,Point d'eau potable,,,,,,,,,,, le mètre linéaire,1.50,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011591,Foire Expo 2016 ,Fêtes et Manifestations,Manifestation commerciale,Foire ou salon,,,,,,,,Parc des expositions,,8000,CHARLEVILLE MEZIERES,FRANCE,,,,contact@prestige-prod.com,,http://www.foire-de-charleville.fr,,49.76313,4.706596,,,,Foire expo 2016,,entrée gratuite -,Michael JONES sera à la foire expo le vendredi 3 Juin 2016 à 20h45 et Feu d'artifice juste après !!!,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/9e6da270-0b73-4fdb-ad63-a9a4fbc247ab/11430227_917658498306944_8647606348700015792_n.png,,,,,,,,,,,,,02/06/16,05/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080012111,Fort des Ayvelles : A l'heure du cirque 1900,Fêtes et Manifestations,Manifestation Culturelle,Fête traditionnelle,,,,,,,11 Rue Ferdinand Buisson,Fort des Ayvelles,,8000,LES AYVELLES,FRANCE,06 23 02 20 61 ,03 24 33 48 97 ,,tourisme@api08.fr,,,,49.74239,4.746611,,,,Fort des Ayvelles : A l'heure du cirque 1900,,,"Ouverture de 10h à 20h le SamediDe 10h à 18h le DimancheLa compagnie de cirque propose le matin pour les groupes denfants (collectivités, centres aérés, écoles, ) ou particulier :",Accueil et prise en charge des enfants par les artistes : maquillage des enfants qui le souhaitent ,Initiation au fil de fer le temps de linstallation dans les gradins,"Spectacle ludique et drôle sur le Cirque depuis lEmpire Romain à 1900, rires assurés ! Environ 30 minutes","A lissue de ce spectacle des ateliers dinitiation à la pyramide, aux acrobaties, trapèze et jonglerie seront proposés avec lencadrement et le professionnalisme de nos artistes !",TARIF : 3 euros par personne,"Le chapiteau est limité à 300 places assises, les séances seront proposées le samedi et le dimanche à 10h.",Fin de lanimation pour midi,,,,,,,,,,http://cnstlltn.com/master/a73f1f5b-1dcf-4a95-bd35-0244b1bacd6e/belle+%c3%a9poque.jpg,,,,,,,,,,,,,18/06/16,19/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080012019,Forum  Consommer autrement ,Fêtes et Manifestations,Manifestation Culturelle,Divers,,,,,,,Salle des Fêtes,,,8000,VILLERS SEMEUSE,FRANCE,,,,,,,,49.73791,4.75058,,,,Forum  Consommer autrement ,,De 10h à 17h.,Au programme : - 10h à 17h30 : Bourses Locale déchange- 14h00 : inauguration du Forum- 15h30 : table ronde sur léconomie Sociale et solidaire- 17h30 : concert du groupe  Les Woodies - 19h00 : apéritif musical partagé,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a38d577a-474b-4dc5-b9ff-adba12d3cfcc/villers+semeuse.png,,,,,,,,,,,,,16/04/16,16/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080007345,Foulées du Castel,Fêtes et Manifestations,Manifestation sportive,Compétition sportive,,,Course à pied,,,,Rue Sommevue,,,8360,CHATEAU PORCIEN,FRANCE,03 24 72 43 25,,,jean-luc.lesage7@wanadoo.fr,http://foulees-retheloises.com/castel.htm  ,,,49.53229,4.262432,,,,Foulées du Castel,,,"Départ à 19h rue Sommevue pour parcourir à deux reprises une boucle de 8,5 km dans les rues du village",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/2a2726ab-bb9b-485f-be93-3fbedfa8db28/foulees_castel_2014_otpr+(3).jpg,http://cnstlltn.com/master/a0cb5a02-5e51-4e95-851f-624ba92ace52/foulees_castel_2014_otpr+(132).jpg,http://cnstlltn.com/master/258e66f0-394a-4db5-b687-d40da52c3cd0/foulees_castel_2014_otpr+(11).jpg,,,,,,,,,,,06/08/16,06/08/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
