ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,SUPERFICIE,NB_EMPLACEMENTS_CLASSES,NB_EMPLACEMENTS_TOURISME,NB_EMPLACEMENTS_LOISIR,NUMAGREMENT,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
HPACHA0080000015,Camping Le Paquis,Hôtellerie de plein air,Terrain de camping classé,,,,,,,120,0,0,,,,"27, route de Neufmanil",, ,8700,LA GRANDVILLE,FRANCE,03.24.37.60.37,06.32.56.79.29,,sylvere.lachette@tiscali.fr,,http://campinglepaquis.free.fr,,49.79137,4.791179,,,,Camping Le Paquis ,,,"A 7 kilomètres de Charleville et de la Belgique, site semi-ombragé avec étang de pèche, bar friterie, restauration rapide, salle de réunion sur le terrain.Ambiance familiale et cordiale dans un cadre calme et verdoyant.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/777f80f0-d5af-4855-8c80-aab560eaea94/1287000124_6.jpg,http://cnstlltn.com/master/72468c61-8d7b-4377-aee5-e98a84567b7d/1287000124_7.jpg,http://cnstlltn.com/master/12b14eb0-bdb3-49af-ad1d-f4ef6e969262/camping_le_paquis_%c3%a9tang.gif,3 étoiles,,,,Animaux acceptés,Accès handicapés,,,,,2011-04-09,2011-11-03,,,,,,,,,Renseignement/Information,,CAMPING LE PAQUIS,,,sylvere.lachette@tiscali.fr,03.24.37.60.37,,Direction,,LACHETTE,Sylvère,,sylvere.lachette@tiscali.fr,03.24.37.60.37,,,,,,,,,,,,,,,,,,,,,Aire de service camping car,Boulodrome,Branchements d'eau,Branchements électriques,Evacuation des eaux usées,Jeux pour enfants,Piscine,Salle de jeux,Salle de réunion,,,,,,,,,,,,Bar,Location de mobil home,,,,,,,,,,,,,,,,,,,Pêche,Plage surveillée,,,,,,,,,,,,1,,,garage mort par mois hors juillet-août,50.00,0.00,adulte supplémentaire,3.70,0.00,Branchement éléctricté,2.90,0.00,voiture supplémentaire,1.70,0.00,douche,0.00,0.00,garage mort journalier,3.50,0.00,forfait 2 personnes tout compris,13.20,0.00,emplacement pour six mois,370.00,0.00,Enfant,2.90,0.00,emplacement à l'année,595.00,0.00,nouveau,0.00,0.00,Animaux,1.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000018,Camping Les Naïades,Hôtellerie de plein air,Terrain de camping classé,,,,,,,,,,,,,2 rue de la Gare,, ,8250,CHATEL CHEHERY,FRANCE,+33 (0)3 24 30 53 44,,+33 (0)3 24 30 53 44,les.naiades@wanadoo.fr,,www.camping-les-naiades.com,,49.28254,4.962612,,,,Camping Les Naïades,,,"Camping équipé d'une piscine, étang de pêche privé, bar et petite restauration dans le camping.100 emplacements, 2 caravanes, 1 mobil-home18 chalets dont un équipé PMR. Ouvert de mi-Avril à mi-Octobre",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/9c8193b7-c51e-4887-86ad-eae029f8a0bf/camping_champagne_ardenne_alarge.jpg,http://cnstlltn.com/master/3261305e-5334-4aa7-844a-bd2e263fa0b6/photo+r%c3%a9sidence+ete+1.jpg,http://cnstlltn.com/master/525cc6e1-75cf-4998-be2f-6a3d2f15af24/dscf0613.jpg,3 étoiles,Camping Qualité,,,Animaux acceptés,,,,,,,,,,,,,,,,Autres,,SCHMITT,Pierre,,,03.24.30.53.44,,,,,,,,,,,,,,français,anglais,allemand,italien,,Chèques,Espèces,,,,,,,,,Boulodrome,,Parking,Piscine,Salle de jeux,Salon,,,,,,,,,,,,,,,Bar,Commerce alimentaire,Dépôt de gaz,Dépôt de pain,Lave linge,Location caravanes,Location de chalets,Location de mobil home,Location de vélos,,,,,,,,,,,,Pêche,,,,,Vue sur rivière ou étang,Wifi,,,,,,,,,,Forfait 1 pers. 1 journée : 1 emplacement + 1 voiture + piscine + douches + pêche + ordures ménagères,9.00,12.00,Taxe de séjour (par nuit/ par pers.),0.00,0.45,Location de caravanes (4 pers.) à la semaine,150.00,360.00,Location de chalets (2 à 6 pers.) à la semaine,190.00,660.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000017,CAMPING LES RAPIDES DE PHADES,Hôtellerie de plein air,,,,,,,,,,,,,,Route de Thilay,, ,8800,MONTHERME,FRANCE,,,,,,,,49.87799,4.768579,,,,CAMPING LES RAPIDES DE PHADES,,,"Situé au confluent de la Meuse et de la Semoy, au cur de la vallée légendaire, paradis des pêcheurs et des amoureux de la nature.",,,,,,,,,,,,,,,,,,,,,,,,Animaux acceptés,Accès handicapés,,,,,,,,,,,,,,,Direction,,TONOLO,Cédric,,,03.24.35.29.68,,Renseignement/Information,,CAMPING LES RAPIDES DE PHADES,,,,06.21.54.30.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location de vélos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nouveau,1.50,0.00,nouveau,3.50,0.00,taxe de séjour,0.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000005,Camping Municipal  LE VALLAGE  - PAYOT Élise ,Hôtellerie de plein air,Terrain de camping classé,,,,,,,,68,,,,,"38, Chemin de l'Assaut",, ,8130,ATTIGNY,FRANCE,03 24 71 23 06,,,camping.levallage@orange.fr,,http://www.camping-levallage.fr/,,49.48215,4.575466,,,,Camping Municipal  Le Vallage ,"68 emplacements sur 1,3 ha",,"Ce camping de 4 hectares est situé dans un bel et calme écrin de verdure, à 5 minutes à pied du centre ville.Il propose 68 emplacements à espaces délimités, ombragés ou non, regroupés en deux catégories : Classique (herbe) ou Grand confort (sol dur)Plan d'eau- Jeux enfants - Pêche - Tennis. Volley ball - PétanqueNos amis les animaux sont acceptés mais doivent être tenus en laisse.Également, accès aux personnes à mobilité réduite et aire de service pour camping-car (Ventes de jetons au camping) Ouvert du 1er Avril au 15 Octobre 2016 Encore plus d'infos ici",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/45ff8aff-034a-4c35-9df0-b15c96d7edc7/45ff8aff-034a-4c35-9df0-b15c96d7edc7_134.jpg,,,2 étoiles,,,,Animaux acceptés,Accès handicapés,,,,,,,,,,,,,,,Autres,,CAMPING LE VALLAGE,,,,03.24.71.23.06,03.24.71.94.00,Direction,,CAMPING LE VALLAGE,,,,03.24.71.23.06,03.24.71.94.00,,,,,français,anglais,,,,Carte de crédit,Chèques bancaires et postaux,Chèques Vacances,Espèces,Carte bancaire,,,,,,Aire de service camping car,Branchements d'eau,Branchements électriques,Evacuation des eaux usées,Jeux pour enfants,Parking,,,,,,,,,,,,,,,Dépôt des ordures ménagères,Lave linge,Location de vélos,Terrain fermé la nuit,,,,,,,,,,,,,,,,,Pêche,,,,,Accès Internet,Terrain ombragé,Terrain semi-ombragé,Wifi,,Y,272,1,,,,Douche / pers. (hors campeur),2.50,2.50,Visiteur (hors résidant d'Attigny),1.50,1.50,Tarif animal,1.50,1.50,Tarif électricité,4.00,4.00,Tarif 2 adultes,8.90,11.90,Tarif 1 adulte,6.20,8.70,Forfait journalier,8.90,11.90,Tarif enfant de 3 à 10 ans,2.00,2.00,Tarif adulte supplémentaire,3.00,3.20,"Forfait long séjour (emplacement, électricité, eau, garage mort)",115.00,115.00,Garage mort (pour tout séjour de -1 mois),2.50,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000019,Camping municipal de Grandpré,Hôtellerie de plein air,,,,,,,,,,,,,,16 rue André Bastide,, ,8250,GRANDPRE,FRANCE,03 24 30 50 71,,,mairiegrandpre@wanadoo.fr,,,,49.33856,4.873057,,,,Camping Municipal,,,Proche de la rivière Aire et du village avec ses commerces.66 emplacements.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8af876c9-e609-4ece-8a6b-8b7f47cc5747/1287000146_2.jpg,http://cnstlltn.com/master/8bb85734-9307-4f06-9181-b58a1ebf49ab/8bb85734-9307-4f06-9181-b58a1ebf49ab_134.jpg,http://cnstlltn.com/master/fbe23509-cc94-4aac-881f-cd40dfd5ab12/1287000146_1.jpg,En cours de classement,,,,Animaux acceptés,,,,,,2015-04-01,2015-09-30,,,,,,,,,Mairie,,MAIRIE DE GRANDPRE,,,mairiegrandpre@wanadoo.fr,03.24.30.52.18,03.24.30.23.78,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Boulodrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vue sur rivière ou étang,,,,,,,,,,,Campeur Enfant de - 7 ans,0.00,1.30,Electricité 10 A,0.00,4.15,Sèchage,0.00,3.25,Garage mort (selon saison),1.85,6.15,Voiture,0.00,1.15,Electricité 6 A,0.00,3.15,Camping-car,0.00,4.05,Mobil home (pour l'année),0.00,540.00,Campeur Adulte,0.00,2.90,Lessive,0.00,4.15,Emplacement,0.00,1.85,Visiteur,0.00,2.00,Animal,0.00,1.15,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000023,Camping Municipal de Haybes,Hôtellerie de plein air,Aire de camping car,,,,,,,,50,0,0,,,23 rue du 24 août,, ,8170,HAYBES,FRANCE,03 24 41 14 54,,03 24 41 86 36,com.mairiedehaybes@orange.fr,,http://www.haybes.fr,,50.01043,4.720286,,,,Camping Municipal de Haybes,,,"Situé le long de la Voie verte en bord de Meuse, à proximité de la forêt et des circuits pédestres et VTT de la Vallée de Mohron, ce camping saura vous ravir par son côté nature.",,,,"Along the Meuse and close to the green track  Trans'Ardennes  and the hiking trails of the Mohron Valley, this campsite will charm you thanks to its natural and bucolic environment.",,,,,,,,,,,,,http://cnstlltn.com/master/a0a8e1f9-fd9a-4896-b949-648e26c8365a/a0a8e1f9-fd9a-4896-b949-648e26c8365a_134.jpg,http://cnstlltn.com/master/b4c78d3d-9854-4f3e-9510-5de01aabe32a/ro010713.jpg,http://cnstlltn.com/master/a9695f8f-5d2b-4ad3-a0aa-b21e0d285f19/ro010710.jpg,2 étoiles,,,,Animaux acceptés,Accès handicapés,,,,,2016-04-18,2016-09-20,,,,,,,,,Mairie,,GRAVIER,Jean-Claude,,,03 24 41 11 36,,,,,,,,,,,,,,,,,,,Chèques,Espèces,Carte bancaire,,,,,,,,Aire de service camping car,Boulodrome,Branchements électriques,Emplacement camping car,Evacuation des eaux usées,,Jeux pour enfants,Salle de jeux,,,,,,,,,,,,,Lave linge,Location de vélos,,,,,,,,,,,,,,,,,,,Pêche,,,,,Terrain semi-ombragé,,,,,Y,,,0,0,0,Tarif adulte/jour ,2.10,2.10,Véhicule,1.00,1.00,Emplacement,3.60,3.60,Tarif branchement électrique/jour,3.10,3.10,Aire de vidange pour camping-car,2.10,2.10,Machine à laver,2.10,2.10,Tarif enfant/jour (moins de 7 ans),1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000020,Camping Municipal de la Prairie,Hôtellerie de plein air,Camp de tourisme saisonnier,,,,,,,,100,,,,Camping de Sedan,Boulevard Fabert,, ,8200,SEDAN,FRANCE,03 24 27 13 05,,03 24 22 14 78,christophe.lagnier@mairie-sedan.fr,,,,49.70102,4.938627,283722,751a,,Camping Municipal de la Prairie,Entre ville et campagne,Ouvert en saison du 15 Avril au 30 Septembre.,"Le Camping Municipal de la Prairie est situé au cur de la ville de Sedan.A proximité immédiate du centre ville et de ses nombreux commerces, impossible de passer à coté du patrimoine architectural de la ville.A deux minutes, on peut facilement aller visiter le plus Grand Château Fort dEurope, ou sauter dans les eaux surveillées du lac de Sedan.De plus, situé au bord de la Meuse, directement à coté de la halte fluviale, on a la possibilité de rejoindre très facilement la future voie verte TransArdenne.Le camping de Sedan, un accueil en toute simplicité.",Camping Municipal de la Prairie de Sedan,Camping Municipal de la Prairie is located in the heart of the city of Sedan.,Open seasonally from 15 April to 30 September.,"Close to the city centre and its many shops, impossible to miss the architectural heritage of the city.Just two minutes away, you can visit the largest fortified Castle in Europe or jump into the supervised waters of Lake Sedan.Also, located on the Meuse, directly beside the river stop, you can also easily get to the future Trans'Ardenne greenway.Camping in Sedan, hospitality in its simplest form.",,,,,,,,,,,,,http://cnstlltn.com/master/f4f5e906-f993-4a71-abb8-d0e24370f18d/camping-camping_de_sedan-sedan-%c2%a9c.lagnier-004.jpg,http://cnstlltn.com/master/2944028d-f7a2-4a3c-a99b-bfa9ab5d9229/camping-camping_de_sedan-sedan-%c2%a9c.lagnier-005.jpg,http://cnstlltn.com/master/8318ca07-2fda-43ab-aa7e-d85d07096690/camping-camping_de_sedan-sedan-%c2%a9c.lagnier-001.jpg,Non Classé,,,,Animaux acceptés,Accès handicapés,,,,,,,,,,,,,,,Propriétaire,,LAGNIER,Christophe,,,03 24 27 73 40,,Réservation Directe,,LAGNIER,Christophe,,,03 24 27 73 40,,,,,,anglais,français,,,,Chèques,Espèces,Virements,,,,,,,,Branchements d'eau,Branchements électriques,,,Jeux pour enfants,Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terrain semi-ombragé,Vue sur rivière ou étang,,,,Y,,,,,,Emplacement Camping Car,2.40,3.15,Emplacement Tente,2.80,2.80,Taxe de séjour,0.20,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000021,Camping Résidence Le Banel,Hôtellerie de plein air,Camp de tourisme saisonnier,,,,,,,,100,,,,,Route du Banel,, ,8110,MATTON ET CLEMENCY,FRANCE,03 24 27 15 89,,03 24 26 55 61,contact@dubanel.com,residence-du-banel-sarl@wanadoo.fr,www.dubanel.com,,49.66558,5.20262,,,,Camping Résidence Le Banel,,,"Chers amis campeurs, Loin des bruits de la ville et du stress quotidien, le camping du banel est un oasis de repos, de calme et de détente. A la belle saison, vous profiterez des senteurs de la forêt tout en découvrant sa faune et sa flore. Le domaine du Banel allie le cadre des Ardennes françaises avec son riche passé historique de part et d'autre de la frontière ainsi qu'une infrastructure moderne et de nombreuses activités possibles. Le domaine s'étend sur une superficie de 13 ha, dont la plus grande partie est boisée. Sources, ruisseaux et étangs rafraichiront vos chaudes journées d'été. Sous les caresses du soleil d'automne et le craquement des feuilles mortes, vous prendrez plaisir à cueillir des champignons, en hiver, vous pourrez découvrir les joies du ski de fond. La vraie nature !Glenn et Wendy",Camping Résidence Le Banel,,,"Dear camper friends,Far from the hustle and bustle of the city, Banel campsite is an oasis of peace, calm and relaxation.In the summer months you can enjoy the scents of the forest and discover its flora and fauna.Banel connects the surroundings of the French Ardennes with its rich historical past on one side and modern infrastructure with many activities on the other.The estate covers 13 ha of land, the majority of which is wooded. Springs, streams and ponds will help refresh you on hot summer days.Under the blissful rays of the autumn sun and the crunch of leaves, you can enjoy picking mushrooms, while winter allows you to discover the joys of skiing.True nature!Glenn and Wendy",,,,,,,,,,,,,http://cnstlltn.com/master/784bd22e-1e38-4804-9fc1-05d1e3f394c0/restaurant-brasserie_du_banel-matton_et_cle%c2%b4mency-%c2%a9cc3c-008.jpg,http://cnstlltn.com/master/90484321-4509-49e4-88dd-8b70affb35c9/camping-residence_du_banel-matton_et_cle%c2%b4mency-%c2%a9cc3c-001.jpg,http://cnstlltn.com/master/970d302b-c296-41c9-af3d-38ec5696beb6/restaurant-brasserie_du_banel-matton_et_cle%c2%b4mency-%c2%a9cc3c-013.jpg,3 étoiles,Clef verte,,,Animaux acceptés,Accès handicapés,,,,,,,,,,,,,,,Propriétaire,,SAUW,Glenn,,,,,Réservation Directe,,SAUW,Glenn,,,,,,,,,français,,,,,Carte de crédit,Espèces,Eurocard - Mastercard,Visa,,,,,,,Branchements électriques,Jeux pour enfants,Parking,,,,,,,,,,,,,,,,,,Bar,Location de chalets,Plats cuisinés,Terrain fermé la nuit,,,,,,,,,,,,,,,,,,,,,,Terrain ombragé,Terrain semi-ombragé,Vue sur rivière ou étang,,,,,,,,,Emplacement tente,3.50,3.50,Semaine en chalet,230.00,450.00,Week-end en chalet,120.00,190.00,Emplacement Camping Car,16.00,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000014,Caravaning Municipal du plan d'eau - Givet,Hôtellerie de plein air,Aire de camping car,,,,,,,,138,0,0,,,16 rue Berthelot,, ,8600,GIVET,FRANCE,03 24 42 30 20,,03 24 42 02 44,ct7@mairiegivet.fr,,http://www.givet.fr,,50.14197,4.825911,,,,Caravaning Municipal du plan d'eau,,,"Ce camping municipal possédant 138 emplacements pour caravanes se situe non loin du centre-ville et des commerces. Proche du plan deau et du square de Bon-Secours, vous pourrez allier nature et vie citadine.",,,,"This camping site with its 138 sites for caravans is not very far from the town centre and the shops. Near the nautical base and the Bon Secours public garden, you will combine nature and city life.",,,,,,,,,,,,,http://cnstlltn.com/master/dc4b9891-3752-4b4c-9044-f4829cef5ade/dc4b9891-3752-4b4c-9044-f4829cef5ade_134.jpg,http://cnstlltn.com/master/dc4b9891-3752-4b4c-9044-f4829cef5ade/dc4b9891-3752-4b4c-9044-f4829cef5ade_134.jpg,,Non Classé,,,,Animaux acceptés,Accès handicapés,,,,,2015-11-11,2016-12-31,,,,,,,,,Renseignement/Information,,LEGROS,Nicole,,,,,,,,,,,,,,,,,anglais,,,,,Carte de crédit,Chèques,Chèques bancaires et postaux,Chèques Vacances,Espèces,,,,,,Aire de service camping car,Branchements d'eau,Branchements électriques,Evacuation des eaux usées,Jeux pour enfants,Parking,Parking autocar,Tennis,,,,,,,,,,,,,Lave linge,,,,,,,,,,,,,,,,,,,,,,,,,Terrain semi-ombragé,,,,,Y,25,,0,0,0,Emplacement tente ,1.10,1.10,Branchement électrique/jour,2.90,2.90,Enfant par jour (- 7 ans),0.94,0.94,Emplacement campeur,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPACHA0080000028,Domaine de la Motte Camping 5*,Hôtellerie de plein air,Terrain de camping classé,,,,,,,,100,0,0,,,Base de Loisirs de Signy Le Petit,, ,8380,SIGNY LE PETIT,FRANCE,03.24.53.54.73,,03.24.52.90.06,campingprehugon@wanadoo.fr,,http://www.domainedelamotte.eu,,49.91387,4.286385,,,,Domaine de la Motte,camping et location de chalets,Multi activités sont possible au camping,"N'hésitez pas à venir séjourner au Domaine de la Motte qui vous accueillera généreusement, grand complex touristique tout confort.De la piscine sur place à la plage aménagée de l'Etang de la Motte à 1km la nature sera présente partout autour de vous.Plus de 180 emplacements prévus soit pour l'installation de votre mobile home soit pour votre séjour en caravane ou tente. Animations en été, pot d'accueil.Ouvert toute l'année.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/b4a9f617-1b67-4e2d-9c2a-49cd066d929e/b4a9f617-1b67-4e2d-9c2a-49cd066d929e_134.jpg,http://cnstlltn.com/master/76eee9ad-8af3-4891-87ee-77f2f60fc243/76eee9ad-8af3-4891-87ee-77f2f60fc243_134.jpg,http://cnstlltn.com/master/ccd301b2-04d9-4663-ac0c-d5983957e9b0/ccd301b2-04d9-4663-ac0c-d5983957e9b0_134.jpg,5 étoiles,Camping Qualité,La Champagne-Ardenne à vélo,Les Ardennes à moto,Animaux acceptés,,,,,,,,,,,,,,,,Direction,,GARDAN,Nathalie,,campingprehugon@wanadoo.fr,03.24.53.54.73,03.24.52.90.06,Autres,,GARDAN,Nathalie,,campingprehugon@wanadoo.fr,03.24.53.54.73,03.24.52.90.06,,,,,français,anglais,,,,Bons CAF,Carte de crédit,Chèques,Chèques bancaires et postaux,Chèques Vacances,Espèces,Eurocard - Mastercard,Tickets-restaurant,Visa,Carte bancaire,Abris pour vélo ou VTT,Boulodrome,Branchements d'eau,Branchements électriques,,Emplacement camping car,Espace aquatique,Evacuation des eaux usées,,Hammam,Jacuzzi,Jeux pour enfants,Mini-golf,Parking,Parking autocar,Piscine chauffée,Piscine couverte,Salle de jeux,Salle de réunion,Salle de sport,Bar,Club Enfants,Dépôt de glace,Dépôt de pain,Dépôt des ordures ménagères,Lave linge,Location bungalow,Location de chalets,Location de mobil home,Plats cuisinés,Réservation de prestations annexes,Restaurant,Surveillance de nuit,Terrain fermé la nuit,Traiteur,,,,,,Animation,,,,,Accès Internet,Sèche linge collectif,Terrain semi-ombragé,Wifi,,Y,300,,1,100,0,Electricité,0.00,4.00,visiteur adulte,0.00,4.00,visiteur enfant,0.00,2.00,campeur enfant,0.00,2.00,campeur adulte,0.00,4.00,garage mort été,0.00,4.50,Camping car,0.00,15.00,Animaux,0.00,2.00,emplacement,0.00,6.00,véhicule,0.00,2.00,forfait caravane 2 adultes,0.00,1540.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
