"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","NB_PERSONNES_MAXI","NB_PERSONNES_MINI","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"PNACHA0080000025","La butte de Stonne et son Pain de Sucre","Patrimoine naturel","Site naturel",,,,,,,,,,"Rue du 15 mai 1940",," ",8390,"STONNE","FRANCE","03 24 27 73 73",,,"contact@tourisme-sedan.fr",,,,"49.54938","4.93269",,,,"La butte de Stonne et son Pain de Sucre",,"Entrée gratuite.Ouvert toute l'année.","L'un des plus beaux point de vue des Ardennes culminant à 338 mètres d'altitude.Ancien tumulus gallo-romain situé sur la voie romaine de Reims - Trèves. Cette butte naturelle a été rehaussée et aménagée en poste d'observation au IIème siècle. De son sommet, accessible au moyen d'un escalier, la vue sur l'immense forêt d'Argonne est imprenable. Théâtre d'une bataille de chars entre Français et Allemands en mai 1940, le site est pris et repris 17 fois en 4 jours. Le village est entièrement détruit.","La butte de Stonne et son Pain de Sucre",,"Free admission.Open all year.","One of the most beautiful views of the Ardennes culminating at 338 metres.Ancient Gallo-Roman burial mound on the Roman road from Reims - Trier.This natural hill was enhanced and transformed into an observation post in the second century.From the summit, accessible via a stairway, the view of the vast forest of Argonne is breathtaking.As the stage of tank battle between the French and Germans in May 1940, the site was captured and recaptured 17 times in 4 days. The village was completely destroyed.",,,,,,,,,,,,,"http://cnstlltn.com/master/f1732ea1-8220-40ce-8df7-2e632d806f8d/f1732ea1-8220-40ce-8df7-2e632d806f8d_134.jpg","http://cnstlltn.com/master/e546903a-9457-4a98-9931-f8afea26003a/e546903a-9457-4a98-9931-f8afea26003a_134.jpg","http://cnstlltn.com/master/2e306737-57a0-4c16-8008-d8d21138c5d3/2e306737-57a0-4c16-8008-d8d21138c5d3_134.jpg",,,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Entrée Gratuite","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000105","La Côte aux Couleuvres","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8140,"POURU AUX BOIS","FRANCE",,,,,,,,"49.70633","5.091637",,,,"La Côte aux Couleuvres","Libérez vos sens !","Une immersion en pleine forêt sauvage... accessible à toute la famille ! Laissez vous gagner par les parfums colorés de ce bois ancestral et restez à lécoute car vous pourriez croiser quelques uns des hôtes de ces bois...Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit.","Depuis Pouru-aux-Bois, emprunter la route forestière de Charlemoine. Continuer sur la route forestière de la Côte aux couleuvres puis bifurquer vers celle de la Froide Fontaine qui retourne à Pouru-aux-Bois.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/7a3d4000-7058-41a1-91a1-2e874e0bb8f6/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-010.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000106","La Croix Piot","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8350,"DONCHERY","FRANCE",,,,,,,,"49.69491","4.874669",,,,"La Croix Piot","et la Chapelle Saint-Onésime","Le temps de le dire et cette escapade nous mène vers le Mont Piot duquel soffrent de belles vues panoramiques aussi bien sur la vallée de la Meuse que sur la vallée de la Bar.Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit.","Stationner à Donchery puis monter vers la ferme de Moscou. Avant la ferme, prendre à gauche pour rejoindre Frénois. De là, suivre le sentier qui mène à la Boulette. Quitter temporairement le réseau balisé en partant vers Chatelimont. Revenir sur les sentiers balisés pour gagner la Chapelle Saint-Onésime. Retour par la ferme de Moscou.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/5260a977-73ac-465f-9067-f7bfa308efb1/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-091.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000107","La Garenne","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8200,"GIVONNE","FRANCE",,,,,,,,"49.71972","4.987588",,,,"La Garenne","La clé des champs","Ce sentier jalonné par des panoramas champêtres et des vues dégagées sur la forêt offre au promeneur une diversité de paysages. Une occasion en or pour prendre la clé des champs !Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit.","Stationner à la Base de Loisirs du Bannet (Givonne). Prendre le sentier qui mène à la ferme de la Garenne. Peu après, emprunter le GR14 pour remonter vers Illy puis Olly. Retour au Bannet en longeant la vallée de la Givonne.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/e6cf5c4f-e8c3-4c82-bf32-dcc8e95de624/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-075.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Aire de jeux","Aire de pique-nique","Jeux pour enfants","Parking","Sentiers balisés","Tables de pique-nique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000108","La Grenouille","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8140,"VILLERS CERNAY","FRANCE",,,,,,,,"49.71687","5.031536",,,,"La Grenouille","Et le défilé de la Roche dOr","Partir à la découverte dune forêt aux mille secrets et rencontrer les témoins géologiques du passé de lArdenne...Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit.","À partir de Villers-Cernay, prendre le sentier des Ğ Côtes Pré lOie ğ. Passer à proximité du lac de la Grenouille puis du site Ğ la Piste de lugeğ. Rejoindre le défilé de la Roche dOr puis repartir vers Villers-Cernay par le Pré Pierre.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/60e2b393-ad8d-4696-af02-f84a52e2439e/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-048.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000028","LA LONGUE ROCHE","Patrimoine naturel",,,,,,,,,0,,,," ",8800,"MONTHERME","FRANCE",,,,,,,,"49.884972","4.730783",,,,"LA LONGUE ROCHE",,,"Le méandre le plus spectaculaire de France La Longue Roche se situe en forêt domaniale de Château-Regnault. Ce site se trouve au sommet d'éperons rocheux abrupts surplombant la Meuse et la petite ville de Monthermé. Le point de vue de ce site offre un panorama très pittoresque, au coeur du méandre de la Meuse le plus célèbre. Ce site, tout comme les Quatre Fils Aymon et les Dames de Meuse, fait partie d'un vaste ensemble d'âge primaire : le massif cambrien de Rocroi. En outre, il est proche de   la Roche à Sept Heures  .",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/01a02c1a-e2d6-46fa-9454-fcb5ca028563/01a02c1a-e2d6-46fa-9454-fcb5ca028563_134.jpg",,,,,,,,,,,,,,,,,,,,,,,"Autres",,"MAIRIE DE MONTHERME",,,"mairie.montherme@wanadoo.fr","03.24.53.00.09",,"Direction",,"MAIRIE DE MONTHERME",,,"mairie.montherme@wanadoo.fr","03.24.53.00.09","03.24.53.01.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000109","La Marfée","Patrimoine naturel",,,,,,,,,,,,,"Point de vue de la Marfée",8350,"NOYERS PONT MAUGIS","FRANCE",,,,,,,,"49.66066","4.938231",,,,"La Marfée","Des hauteurs à la vallée","Une belle randonnée qui nous transporte des hauteurs de la Marfée jusque dans la vallée, en bord de Meuse. Une occasion rêvée de décompresser et de saccorder une pause vraie !Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit.","À partir du parking de la Marfée, prendre le bois de la Marfée pour rejoindre La Boulette puis la Chapelle Saint Onésime (une section hors balisage). Rejoindre Donchery et emprunter les bords de Meuse (voie verte en projet). Passage par Glaire et Sedan en longeant la Meuse. Retour par Pont-Maugis.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/9615eb06-4db1-424c-bedc-24554b8e85cc/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-055.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000030","La Pierre Roland","Patrimoine naturel","Site naturel",,,,,,,,0,,,,,8500,"ANCHAMPS","FRANCE",,,,,,,,"49.93093","4.675371",,,,"La Pierre Roland - Anchamps-Ardenne-France",,"Site légendaire de la Pierre Roland.","Le diable voulant éprouver le courage du célèbre neveu de Charlemagne, celui-ci lui lança deux gros rochers afin de l'obliger reculer devant lui.Les 2 rochers vinrent se planter au pied de Roland, mais il ne bougea pas.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/0aea526a-41f8-4641-8779-fbe7d2707c2d/0aea526a-41f8-4641-8779-fbe7d2707c2d_134.jpg",,,"Forets",,,,"Animaux acceptés",,,,,,,,,,,,,,,,"Autres",,,,,"info@valdardennetourisme.com","03 24 42 92 42",,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000048","La Promenade des Isles","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8300,"RETHEL","FRANCE",,,,,,,,"49.50856","4.366323",,,,"La Promenade des Isles",,,"La promenade des Isles : parc de 4 hectares longé par l'Aisne, planté de plus de 500 arbres, est depuis plusieurs années le théâtre de différentes manifestations populaires. La plus renommée est la Fête de la Sainte-Anne, qui a lieu depuis un siècle, à la fin du mois de Juillet. Pendant deux semaines les animations (la cavalcade, le feu d'artifice, les bals, les métiers forains et les grands manèges) attirent un vaste public venu des quatre coins de la région.Il ne faut pas oublier de citer les autres manifestations qui sont devenues, elles aussi, traditionnelles : le Concours Hippique, les Foulées Rethéloises...",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/fa7acef7-ea1f-4281-afbe-07a93267698d/fa7acef7-ea1f-4281-afbe-07a93267698d_134.jpg","http://cnstlltn.com/master/667d5013-8ea7-4eb6-afec-b064916dce45/667d5013-8ea7-4eb6-afec-b064916dce45_134.jpg","http://cnstlltn.com/master/d123082c-ba7b-46d4-b2fe-e9acc642998a/d123082c-ba7b-46d4-b2fe-e9acc642998a_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000011","La station de transfert d'énergie par pompage  (STEP)","Patrimoine naturel","Site naturel",,,,,,,,10,,"Edf pôle industrie / groupe d'exploitation","Hydraulique","B.P. 37",8500,"REVIN","FRANCE","03 24 41 57 27",,,,,,,"49.93034","4.614773",,,,"La station de transfert d'énergie par pompage","Revin-Ardenne-France",,"La Centrale EDFGroupe dExploitation HydrauliqueDepuis 1976, date de sa mise en service, la station de Transfert d'Energie par Pompage de Revin-Saint-Nicolas produit une énergie propre et renouvelable. Souplesse et performance sont les atouts de cette station qui, en deux minutes, et ce par décision du poste de commande de Nancy, peut mettre 800 MW à la disposition du réseau Très Haute Tension en cas de défaillance d'une centrale conventionnelle importante. Le Groupe d'Exploitation Hydraulique EDF de Revin-Saint-Nicolas (G.E.H.) s'appuie sur le professionnalisme de ses 30 agents d'exploitation et de maintenance pour améliorer sans cesse l'adaptation de la production à la consommation de ses clients. Il contribue ainsi, à la fourniture d'une énergie de qualité dans le cadre de sa mission de Service Public.Un environnement propice à la promenade : chemins pedestres balisés autour des bassins (bassin de whitaker; bassin des marquisades)Si vous souhaitez visiter l'usine hydroélectrique souterraine, veuillez contacter :EDF ENERGIE Lorraine Champagne-ArdenneGroupe d'Exploitation Hydraulique de Revin Saint-NicolasBP 3708501 REVIN CedexTél : 03 24 41 57 27Fax : 03 24 40 11 21Visite actuellement impossible (plan VIGIPIRATE).",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/33638e8f-1bfb-4073-a52f-4b717eb29efb/33638e8f-1bfb-4073-a52f-4b717eb29efb_134.jpg",,,,,,,,,,,,,,,,,,,,,,,"Renseignement/Information",,,,,,"03 24 41 57 27",,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Aire de pique-nique","Parking","Parking autocar","Salle de projection","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000110","La Terre aux Pierres","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8200,"ST MENGES","FRANCE",,,,,,,,"49.73811","4.925995",,,,"La Terre aux Pierres","Saint-Menges, Fleigneux","Une balade variée qui emprunte aussi bien des chemins forestiers que des sentiers aux paysages ouverts offrant de belles vues champêtres sur les pâturages et les villages du cru.Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit.","De Saint-Menges, prendre la voie de Sugny. Continuer sur le chemin qui longe la vallée de la Belle Taille, jusquà la Hatrelle. Retour par le chemin de Berrilly et Floing.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/ddf647ea-d88c-423b-8ad1-eb9b6ac6ed5f/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-074.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000111","La Vallée Chausson","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8330,"VRIGNE AUX BOIS","FRANCE",,,,,,,,"49.73702","4.857817",,,,"La Vallée Chausson","Minuscule Éden de verdure","Cette balade inspirante mène le promeneur vers des vallons méconnus où la beauté de la nature se révèle en toute simplicité. Bienvenue dans le fief de Jean Nicolas Gendarme, maître de Forge.Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit.","Départ du village de Vrigne-aux-Bois. Rejoindre la mal Campée, la vallée Chausson, Vivier-au-Court. Continuer vers Ğ les Termes ğ. Hors balisage : gagner Vrigne Meuse. Retrouver le balisage au lieu dit Ğ Naviaux ğ puis rejoindre Vrigne-aux-Bois.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/73056683-fd15-43ba-af30-82b92610d929/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-021.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000020","La voûte","Patrimoine naturel","Site naturel",,,,,,,,0,,"Rue de lécluse ",,,8500,"REVIN","FRANCE",,,,,,,,"49.94453","4.64767",,,,"La Voûte - Revin-Ardenne-France",,"La voûte va du passage à niveaux dans la direction d'Orzy jusqu'à l'écluse en direction de Fumay.La construction a débuté en 1870 pour finir en 1876","Informations diverses :Le souterrain mesure 224,50 mètres et comporte une zone d'attente à l'extérieur, et une autre à l'aval qui est à l'amont de l'écluse.Le rectangle de navigation du souterrain est d'une largeur de 7 m et d'une hauteur de 2,68 m.La voûte mesure 7,92 m de haut et a un rayon principal de 8,85 m, elle est construite en roche et en briquesL'entrée et la sortie sont équipées de feux et de panneaux de signalisation.Le souterrain est équipé d'un détecteur et d'une surveillance par moyens humains à l'aide d'un gestionnaire qui peut-être alerté soit par télésurveillance (1 caméra à chaque entrée), soit par téléphone.","La Voûte - Revin-Ardenne, France",,"The vault goes from the level crossing toward  Orzy  until the lock towards Fumay. His construction began in 1870 and finished in 1876","More information: The underground measure 224.50 meters. It includes several outdoor waiting areas The vault measures 7.92 m high and has a main radius of 8.85 m. It is build with stone and brick.The input and output are equipped with lights and signs. The underground is equipped with a sensor and a monitoring guided.",,,,,,,,,,,,,"http://cnstlltn.com/master/8a51f846-4e08-4de6-a804-ed193e28d4f2/8a51f846-4e08-4de6-a804-ed193e28d4f2_134.jpg",,,"Autres",,,,"Animaux acceptés",,,,,,,,,,,,,,,,"Autres",,,,,"info@valdardennetourisme.com","03 24 42 92 42",,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Aire de jeux","Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000085","Lac de Douzy","Patrimoine naturel","Site naturel",,,,,,,,,,"Route de Mouzon",,,8140,"DOUZY","FRANCE","03 24 27 20 24",,,"xtremefun08@yahoo.fr",,"http://www.camping-douzy.com/fr/",,"49.6622","5.04706",,,,"Base de loisirs de Douzy et son lac","Se ressourcer, s'amuser, passer du bon temps !","Ouvert en saison estivale.Adhérent au réseau départemental  Ardennes, Nature et Aventures , accueil et prestations de qualité.","L'endroit idéal pour concilier les envies à la fois des petits et des grands lorsque le soleil d'été invite à se détendre et à prendre du temps pour soi. Le plan d'eau est surveillé en saison estivale. Une zone de baignade à faible hauteur est dédiée aux enfants. Vous pourrez également vous restaurer ou grignoter sur la terrasse du restaurant avec vue sur le lac. La pêche est gratuite dans le lac ; carpes et brochets vous y attendent...La base de loisirs de Douzy est labellisée  pavillon bleu ","Douzy Leisure Centre and its lake ",,"Open during the summer season.Member of the  Ardennes, Nature & Adventures  network.","A perfect place for all ages to relax in the summer sun and enjoy some quality time. The lake is supervised during the summer season. A shallow bathing area is reserved for young children. You can also admire the view of the lake while enjoying a meal or a snack on the restaurant terrace. Fishing in the lake is free, with carp and pike waiting to test your angling skills ...The Douzy Leisure Centre has been awarded the  pavillon bleu  label",,,,,,,,,,,,,"http://cnstlltn.com/master/592002bb-6c43-4491-9bf0-cab644f77043/patrimoine_naturel-lac_de_douzy-douzy-%c2%a9cc3c-013.jpg","http://cnstlltn.com/master/a809dbdc-0da4-4b12-a645-f8db88597b8c/patrimoine_naturel-lac_de_douzy-douzy-%c2%a9cc3c-006.jpg","http://cnstlltn.com/master/9e3011a1-c4a1-4fd7-ad84-e4d088eb8c1b/patrimoine_naturel-lac_de_douzy-douzy-%c2%a9cc3c-004.jpg",,,,,,"Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,"Espèces",,,,,,,,,,"Aire de jeux","Aire de pique-nique","Jardin ombragé","Jeux pour enfants","Parking","Toboggan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
