"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","NB_SALLE_RESTAURANT","NB_SALLE_CLIMATISEE","NB_COUVERT_MAX","NB_COUVERT_TERRASSE","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"RESCHA0080000345","Le sel et poivre","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine européenne","Cuisine traditionnelle",,,,,,,"12 avenue Forest",,,8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 55 71 16",,,,,,,"49.77006","4.724607",,,,"Le sel et poivre ",,"Cuisine traditionnelle.","Fermé le samedi midi, dimanche soir et le lundi.Accessible aux personnes à mobilité réduite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/f5fcf035-ac20-4cd7-b8dc-e438a1997601/f5fcf035-ac20-4cd7-b8dc-e438a1997601_134.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dessert","5.50","8.00","Entrée","5.00","11.00","Plat du jour","8.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000070","Le Select","Restauration",,"Brasserie",,,,,,2,,38,30,,"20 place Carnot",,,8400,"VOUZIERS","FRANCE","09 83 32 25 89",,,"olivier-peraire@hotmail.fr",,,,"49.39824","4.700096","49 73 69 ",,,"Le Select",,,"Bar-Brasserie avec terrasse au centre-ville - salle de jeux - soirées à thèmes tous les vendredis soirs et certains samedis soirsOuvert tous les jours et le Dimanche Après-midi",,,,,,,,,,,,,,,,,,,,,,,,,"Accès handicapés",,,,,,,,,,,,,,,"Etablissement",,"PERAIRE","Olivier",,,,,,,,,,,,,,,,,"français","allemand","anglais",,,"Carte de crédit","Chèques","Chèques bancaires et postaux","Chèques Vacances","Espèces","Tickets-restaurant","Carte bancaire","Chèques déjeuners","Chèques restaurant",,"Terrasse",,,,,,,,,,,,,,,,,,,,"Bar","Ouverture après minuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",20,8,,,,"Carte brasserie","0.00","0.00","Entrée + plat du jour ou plat + dessert","10.50","0.00","Menu du jour (entrée, plat, dessert)","12.50","0.00","Plat du jour ","9.50","0.00","Menu enfant","7.50","0.00","Menu adulte","9.00","13.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000093","Le Shanghaï","Restauration","Restaurant","Cuisine étrangère",,,"Cuisine asiatique",,,0,0,70,,,"69 cours Aristide Briand",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 33 21 74",,,,,,,"49.76855","4.719469",,,,"Le Shanghaï",,,"Cuisine asiatique.Ouverture 7j/7j.Accessible aux personnes à mobilité réduite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/39db7c19-c236-4efe-bed4-720f6e53d94e/39db7c19-c236-4efe-bed4-720f6e53d94e_134.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"anglais","français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"Menu ","12.00","0.00","Menu","10.90","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000281","Le Tassili","Restauration","Restaurant","Cuisine étrangère",,,"Cuisine orientale",,,1,0,50,1,,"9 rue Irénée Carré",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 59 20 17",,,,,,,"49.77361","4.72021",,,,"LE TASSILI",,,"Couscous - Grillades - Tajines - Brochettes - Merguez - Briks Spécialités orientales",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/681028e5-bace-4031-bef4-3531ed3d2410/681028e5-bace-4031-bef4-3531ed3d2410_134.jpg",,,,,,,,"Accès handicapés",,,,,,,,,,,,,,,"Direction",,"DEHAS","Sadi",,,"03 24 59 20 17",,,,,,,,,,,,,,"français",,,,,"Chèques","Chèques bancaires et postaux","Espèces","Tickets-restaurant","Carte bancaire","Chèques déjeuners","Chèques restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,0,0,0,"Plat","14.50","17.50","Dessert","5.00","5.50","Menu (entrée + plat + fromage ou dessert)","15.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000152","LE TRIO","Restauration",,,,,,,,0,0,0,,,"49 rue Arquebuse",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","08 72 92 55 89",,,,,,,"49.7706","4.724728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000344","Le Triskell","Restauration","Restaurant","Crêperie",,,"Cuisine traditionnelle",,,,,,,,"41 Rue Bourbon",,,8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 36 95 92",,,"le-triskell08@orange.fr",,"http://www.le-triskell.com",,"49.7723","4.717658",,,,"Crêperie Le Triskell ","La bretagne au coeur des Ardennes ","Ouvert du lundi au dimanche, à partir de 11h30 et de 18h45 - menu étudiant à 5,00 - soirées concert ou à thème","Le Triskell vous invite a une escale gourmande. Galettes de sarrasin et crêpe de froment a l'ancienne. Carte variée, recettes classiques et créatives.Le vendredi ou le samedi soir, venez vous régaler en musique : musique irlandaise, celtique, chants de marin... Une soirée détente entre amis garantie !",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/07d73ce5-b82a-42dd-b327-c96a214099f6/07d73ce5-b82a-42dd-b327-c96a214099f6_134.jpg","http://cnstlltn.com/master/45c382ea-2bce-4cfe-be78-bf201ffcc42e/sl_tiskell-9.jpg","http://cnstlltn.com/master/e6c3c7c4-bed5-4523-8a42-249671c760a5/sl_imgp1177.jpg","Non Classé",,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,"Chèques","Chèques bancaires et postaux","Chèques de voyage","Chèques Vacances","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa","Carte bancaire","Cartes de paiement",,,,,,,,,,,,,,,,,,,,,"Animation thématique spécifique","Banquet",,,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé",,,,,"Y",50,10,,,,"Dessert","3.50","9.00","formule express","11.00","0.00","Menu enfant (- 11 ans)","8.90","8.90","Galette","8.00","15.00","Menu Breizh","16.90","16.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000301","Le Tunnel","Restauration",,"Restauration Rapide",,,,,,,,20,,,"14 rue de la gare",,,8400,"CHALLERANGE","FRANCE","03 24 71 12 39",,,,,,,"49.30639","4.744379",,,,"Le Tunnel",,,"Restauration rapide : Pizza, croques monsieur...Ouvert tous les jours sauf lundi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Propriétaire",,"BIERLAIRE","Véronique",,,,,,,,,,,,,,,,,"français","anglais","espagnol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000243","LE VAL DE SEMOY","Restauration","Restaurant","Cuisine traditionnelle",,,,,,0,0,0,,,"24 rue Devant Thilay",," ",8800,"THILAY","FRANCE","03 24 32 84 62",,,,,,,"49.87453","4.810928",,,,"LE VAL DE SEMOY",,,"Restaurant - Chanbres d'Hôtes Capacité de 80 couverts - Cuisine traditionnelle Repas de mariage - Communion - D'affaire ou de famille",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000131","Le Val de Vence (Restaurant)","Restauration","Hotel-restaurant","Cuisine traditionnelle",,,"Cuisine traditionnelle",,,,1,150,50,,"Rue Cécilia Gazanière",," ",8430,"LAUNOIS SUR VENCE","FRANCE","03 24 35 02 93",,"03 24 35 59 25","valdevence@wanadoo.fr",,"http://www.restaurant-levaldevence.fr","http://medias.logishotels.com/property-images/9945/restaurant/retro/moyen/hotel-le-val-de-vence-restaurant-launois-sur-vence-671965.jpg","49.65397","4.538284",,,,"Le Val de Vence ","Hôtel-Restaurant  Logis de France  (2 cocottes)","Capacité max de 200 pers (150 à l'intérieur + 50 en extérieur) avec salle climatisée (120 personnes)","Le restaurant le Val de Vence, situé en face du Relais de Poste, vous propose une cuisine traditionnelle de qualité avec un large choix de menus afin de satisfaire les papilles de tous.Uniquement le midi du Lundi au Vendredi : - Menu du jour à 12,50  (buffet d'entrées à volonté, plat du jour au choix & leurs garnitures, assiette de fromages et salade ou dessert du jour, 1/4 de boisson) - Pizza sur place ou à emporter tous les soirs (sauf dimanche) Le restaurant est composé de 2 salles et il a une capacité maximale de 130 couverts. Pour la partie hôtel, 16 chambres à disposition Bébé considéré jusque 2 ans Enfant considéré jusque 12 ans Pour plus de renseignements : consulter le site FERMÉ du 23 ou 24 Décembre 2016 au 03 Janvier 2017",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/568ec196-c6d6-4d5c-88bd-7afbc7ea978b/568ec196-c6d6-4d5c-88bd-7afbc7ea978b_134.jpg","http://cnstlltn.com/master/fe922623-8af0-4868-80c3-d1dedc372f4f/fe922623-8af0-4868-80c3-d1dedc372f4f_134.jpg","http://cnstlltn.com/master/7da2754c-9f2d-4494-b22b-eb85cab23f52/7da2754c-9f2d-4494-b22b-eb85cab23f52_134.jpg",,"2 Cocottes","Qualité tourisme","Logis de France","Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Renseignement/Information",,"HOTEL RESTAURANT LE VAL DE VENCE",,,"valdevence@wanadoo.fr","03.24.35.02.93","03.24.35.59.25","Autres",,"PETITFILS","Damien",,,,,,,,,"français",,,,,"Carte de crédit","Chèques","Chèques bancaires et postaux","Chèques Vacances","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa","Carte bancaire","Chèques déjeuners","Jeux pour enfants","Parking","Parking privé","Terrasse",,,,,,,,,,,,,,,,,"Banquet","Cyber espace / bornes accès Internet","Espace enfant","Espace jeux","Traiteur","Vente à emporter",,,,,,,,,,,,,,,,,,,,"Chaise bébé","Climatisation","Parc et jardin","Wifi",,"Y",200,1,,,,"Menu du jour (Lundi au Vendredi (uniquement le midi))","12.50","12.50","Menu du TERROIR ","28.00","28.00","Menu ","9.00","9.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000156","Le Vien Nam","Restauration","Restaurant","Cuisine étrangère",,,"Cuisine asiatique",,,0,0,80,,,"63 av. Charles de Gaulle",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 56 28 59",,,,,,,"49.76844","4.715365",,,,"Le Vien Nam ",,,"Cuisine asiatique.Accessible aux personnes à mobilité réduite.Fermeture le dimanche soir et le lundi.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/6001d720-6491-4257-99f9-d6d246425905/6001d720-6491-4257-99f9-d6d246425905_134.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"anglais","français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000419","L'Elysé bar","Restauration","Restaurant","Cuisine traditionnelle",,,,,,,,,,,"84 rue Bourbon",,,8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 33 26 63",,,,,,,"49.77274","4.715891",,,,"L'Elysé bar",,,"Le restaurant (40 places) est ouvert du mardi au samedi pour le déjeuner, plus le vendredi et le samedi pour le dîner.Fermé jusqu'au 26 août.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/95220494-5699-417e-8b20-ecb45afe5ab5/charleville-mezieres-l-elyse-103739.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000134","LES BOUCLES DE MEUSE","Restauration",,,,,,,,,,,,,"1, quai Aristide Briand",," ",8800,"MONTHERME","FRANCE","03 24 35 79 47",,"+33 (0)3 24 26 34 58","contact@lesbouclesdemeuse.net",,,,"49.88693","4.734398",,,,"Restaurant les Boucles de Meuse",,,"C'est dans un cadre chaleureux et convivial que vous pourrez découvrir notre carte : une cuisine traditionnelle agrémentée de plats du terroir avec un menu à partir de 15 Euros et un plat du jour à 9 Euros. Le restaurant les Boucles de Meuse  labellisé Ğ Ardennes de France ğ vous propose également un service traiteur de qualité qui saura répondre à vos envies pour vos Mariages, Baptêmes, anniversaires, ou tout autres occasions.Situé en plein coe?ur des Ardennes, dans les méandres des boucles de la Meuse, vous apprécierez Monthermé :  Perle des Ardennes dans son écrin meusien  avec ses points de vues, sa piste cyclable, ses sentiers (Fer,légendes, ardoise), ses monuments...",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/5979a732-d0da-4146-abf7-d436b9a90def/5979a732-d0da-4146-abf7-d436b9a90def_134.jpg","http://cnstlltn.com/master/ed321c37-6abc-49ca-a95a-776786e8a9ad/resto+boucles+de+meuse+2.jpg","http://cnstlltn.com/master/1d2d26ba-d3c9-46a9-918e-3635ebb180b6/logo+adf.jpg",,"3 Cocottes","Logis de France",,,,,,,,,,,,,,,,,,"Direction",,"ARTERO","Laurent",,"restaurant.lesbouclesdemeuse@orange.fr","03 24 35 79 47","03 24 26 34 58",,,,,,,,,,,,,"anglais","français",,,,"Chèques","Chèques Vacances","Espèces","Tickets-restaurant","Virements",,,,,,"Parking",,,,,,,,,,,,,,,,,,,,"Bar / buvette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plat du jour","9.00","9.00","nouveau","8.00","8.00","nouveau","15.00","25.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000201","Les colonnes","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine italienne",,,0,0,80,,,"20 av. d' Arches",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 37 32 49",,,,,,,"49.76308","4.719343",,,,"Les colonnes ",,,"Cuisine Italienne Traditionnelle, et pizzeria, ainsi que plat ardennais.Fermeture le dimanche soir, lundi soir et mercredi soir.Accessible aux personnes à mobilité réduite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/10f64fb7-8d8b-4bcb-bc71-99c4678bb396/10f64fb7-8d8b-4bcb-bc71-99c4678bb396_134.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"anglais","français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000261","Les compagnons de la route","Restauration",,"Restauration Rapide",,,,,,0,0,0,,,"21 route Nationale 43",," ",8090,"TOURNES","FRANCE","03 24 54 50 57",,,,,,,"49.79451","4.636266",,,,"Les compagnons de la route",,,"Restauration rapide - Hôtel - Bar - TabacLe restaurant est ouvert tous les midis du lundi au samedi, fermeture le dimanche.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/436e9c97-8706-4026-8570-53e4a0a704b3/serving-platter.gif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000311","Les Remparts","Restauration","Restaurant","Pizzeria",,,"Cuisine italienne",,,,,,,,"10 RUE DES REMPARTS",,,8230,"ROCROI","FRANCE","03.24.22.41.10",,,"les-remparts1@orange.fr",,,,"49.92558","4.522461",,,,"Restaurants les Remparts","A Rocroi réouverture","Cuisine italienne","Toute l'Italie est à Rocroi dans les Remparts de la ville retrouvez ce restaurant qui cuit les pizzas au feu de bois dans un vrai four à l'ancienne. Des lasagnes et plats italiens de trés bonne qualités avec des produits frais.Fermé les lundis.Ouvert du mardi au dimanche de 7h à 22h.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/4f09300e-456f-4ae3-ac4e-a77c7316ead9/4f09300e-456f-4ae3-ac4e-a77c7316ead9_134.jpg","http://cnstlltn.com/master/c7037fe8-dd6c-4fe1-9a27-07aaf780329d/c7037fe8-dd6c-4fe1-9a27-07aaf780329d_134.jpg","http://cnstlltn.com/master/64edb5d9-0636-4696-9172-8e8ccae69e44/64edb5d9-0636-4696-9172-8e8ccae69e44_134.jpg","Non Classé",,,,,,,,,,,,,,,,,,,,"Gérance",,"Gourdet",,,,,,,,,,,,,,,,,,"français",,,,,"Chèques","Chèques bancaires et postaux","Espèces","Tickets-restaurant",,,,,,,"Terrasse",,,,,,,,,,,,,,,,,,,,"Bar / buvette","Vente à emporter",,,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000397","Les Sabots d'Hélène","Restauration","Restaurant dans un hôtel","Brasserie",,,"Régionales française",,,,,,,,"13 Place d'Armes",,,8230,"ROCROI","FRANCE","03 24 37 34 08",,,"lessabotsdhelene.rocroi@gmail.com",,"http://www.lessabotsdhelene.com/",,"49.92519","4.52035",,,,"Restaurant bar les Sabots d'Hélène","Rocroi sur la Place","Ouvert uniquement aux clients de l'hôtel","Le restaurant de l'hôtel accueil ses clients qui passent une nuit sur place soit coté bar soit coté restaurant, dispose d'une carte variée. La terrasse en été donne sur la place.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/e6e71ab8-d606-4b48-9201-e613dab9fcff/bar1.jpg","http://cnstlltn.com/master/59f8f84e-7d08-4f80-b416-87a51eda3555/cartedevisites.jpg","http://cnstlltn.com/master/558d8cb0-92f9-4b09-9596-b50d284cab95/bar001.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,"Chèques bancaires et postaux","Espèces","Eurocard - Mastercard","Visa",,,,,,,"Terrasse",,,,,,,,,,,,,,,,,,,,"Animation thématique spécifique","Animaux refusés","Documentation Touristique","Salon de thé",,,,,,,,,,,,,,,,,,,,,,"Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000026","L'Etoile","Restauration",,"Restauration Rapide",,,,,,,,,,,"5 rue Sorbon",,,8300,"RETHEL","FRANCE","03 24 72 74 75",,,,,,,"49.51503","4.383214",,,,"L'Etoile",,,"kebab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000269","L'étoile de Chine","Restauration","Restaurant","Cuisine étrangère",,,"Cuisine asiatique",,,0,0,100,,,"5 rue Paulin Richier",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 54 25 10",,,,,,,"49.73943","4.706409",,,,"L'étoile de Chine ",,,"Cuisine asiatique.Accessible handicapés.Ouvert 7 jours/7.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/3cf53348-77f5-44ab-a091-d4b5dd5e1910/etoiledasie.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000421","L'Insolite","Restauration","Restaurant","Restauration à thème",,,,,,,,,,,"24 rue du Petit Bois",,,8000,"CHARLEVILLE MEZIERES","FRANCE","06 22 94 46 35",,,,,,,"49.77278","4.723227",,,,"L'Insolite",,"Concept Boutique-Restaurant-Salon de thé","Restaurant ouvert de 11h30 à 18h30 la semaine, vendredi et samedi soir. Fermé le dimanche et le lundi.Possibilité réserver la semaine en soirée à partir de 5 couverts.Salon de thé ouvert tous les jours jusqu'à 18h30.Boutique bijoux et déco ouverte tous les jours",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/477c0cf1-6262-470a-9c8a-2b55abc1955b/l%27insolite.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
